Count,City,State/Province,Longitude,Latitude
2,Monroe, LA,-92.12,32.53
2,Monroe, NC,-80.58,35.02
1,Monroe, NY,-74.15,41.32
4,Monroe, WA,-121.98,47.86
2,Monroeville, PA,-79.79,40.43
5,Monrovia, CA,-117.98,34.14
4,Montclair, CA,-117.69,34.09
1,Montclair, NJ,-74.22,40.81
3,Montebello, CA,-118.11,34.02
1,Monterey Park, CA,-118.14,34.04
4,Monterey, CA,-121.9,36.62
6,Montgomery, AL,-86.18,32.38
1,Montgomery, IL,-88.37,41.72
1,Montgomery, TX,-95.6,30.36
1,Montgomeryville, PA,-75.24,40.24
1,Monticello, MN,-93.77,45.29
1,Montrose, CA,-118.23,34.21
3,Montrose, CO,-107.87,38.45
1,Montvale, NJ,-74.05,41.05
1,Montville, CT,-72.1,41.48
2,Monument, CO,-104.87,39.1
1,Moon Township, PA,-80.22,40.52
3,Moore, OK,-97.5,35.32
2,Moorestown, NJ,-74.96,39.94
5,Mooresville, NC,-80.9,35.6
2,Moorhead, MN,-96.77,46.85
5,Moorpark, CA,-118.88,34.28
1,Moosic, PA,-75.68,41.36
2,Moraga, CA,-122.12,37.86
1,Morehead City, NC,-76.81,34.74
1,Morehead, KY,-83.43,38.18
1,Morenci, AZ,-109.33,33.05
6,Moreno Valley, CA,-117.18,33.94
7,Morgan Hill, CA,-121.64,37.11
1,Morganton, NC,-81.71,35.74
4,Morgantown, WV,-79.96,39.66
1,Morganville, NJ,-74.31,40.35
1,Morris Plains, NJ,-74.46,40.84
1,Morris, IL,-88.42,41.37
2,Morristown, NJ,-74.46,40.79
1,Morristown, TN,-83.35,36.2
7,Morrisville, NC,-78.82,35.81
1,Morro Bay, CA,-120.84,35.37
1,Morton Grove, IL,-87.8,42.04
1,Morton, IL,-89.47,40.62
3,Moscow, ID,-116.98,46.72
3,Moses Lake, WA,-119.27,47.13
1,Moultrie, GA,-83.76,31.19
2,Mount Airy, MD,-77.16,39.36
2,Mount Dora, FL,-81.64,28.82
1,Mount Juliet, TN,-86.51,36.17
1,Mount Kisco, NY,-73.73,41.21
4,Mount Laurel, NJ,-74.91,39.97
3,Mount Pleasant, MI,-84.78,43.59
5,Mount Pleasant, SC,-79.83,32.83
1,Mount Pocono, PA,-75.33,41.1
2,Mount Prospect, IL,-87.94,42.08
1,Mount Vernon, NY,-73.82,40.9
1,Mount Vernon, WA,-122.34,48.44
1,Mountain Brook, AL,-86.77,33.48
1,Mountain Home, AR,-92.37,36.35
11,Mountain View, CA,-122.08,37.42
3,Mountlake Terrace, WA,-122.29,47.79
2,Mt Juliet, TN,-86.52,36.23
1,Mt Kisco, NY,-73.72,41.22
1,Mt Orab, OH,-83.92,39.04
2,Mt Pleasant, SC,-79.82,32.84
1,Mt Vernon, OH,-82.46,40.4
2,Mt Vernon, WA,-122.31,48.42
1,Mt. Pleasant, SC,-79.83,32.83
1,Mt. Vernon, IL,-88.94,38.31
3,Mukilteo, WA,-122.29,47.91
3,Muncie, IN,-85.42,40.19
1,Muncy, PA,-76.83,41.24
3,Mundelein, IL,-88.02,42.26
2,Munster, IN,-87.51,41.55
10,Murfreesboro, TN,-86.39,35.87
2,Murphy, NC,-84.01,35.11
1,Murphy, TX,-96.61,33.01
2,Murray, UT,-111.88,40.64
1,Murrells Inlet, SC,-79.01,33.58
8,Murrieta, CA,-117.14,33.55
1,Murrietta, CA,-117.2,33.57
1,Murrysville, PA,-79.7,40.43
2,Muscatine, IA,-91.04,41.45
1,Muskego, WI,-88.11,42.92
2,Muskegon, MI,-86.21,43.16
13,Myrtle Beach, SC,-78.88,33.72
1,Mystic, CT,-71.96,41.37
1,N Kingstown, RI,-71.5,41.58
1,N Las Vegas, NV,-115.18,36.29
1,N. Tacoma, WA,-122.48,47.24
2,Nacogdoches, TX,-94.65,31.62
4,Nampa, ID,-116.54,43.6
3,Nanuet, NY,-74.01,41.1
9,Napa, CA,-122.27,38.28
1,Napavine, WA,-122.91,46.6
12,Naperville, IL,-88.19,41.76
16,Naples, FL,-81.8,26.27
1,Nappanee, IN,-85.98,41.44
1,Nas Lemoore, CA,-119.78,36.3
5,Nashua, NH,-71.5,42.77
24,Nashville, TN,-86.8,36.11
1,Nassau Bay, TX,-95.1,29.55
4,Natick, MA,-71.39,42.3
5,National City, CA,-117.07,32.66
2,National Harbor, MD,-77.01,38.79
1,Naval Station Pensacola, FL,-87.27,30.35
1,Nederland, TX,-93.99,29.95
1,Needham, MA,-71.24,42.29
1,Neenah, WI,-88.48,44.18
1,Nellis Afb, NV,-115.05,36.24
1,Neptune Beach, FL,-81.4,30.32
1,Nesconset, NY,-73.15,40.83
2,New Albany, IN,-85.84,38.31
3,New Albany, OH,-82.82,40.08
2,New Berlin, WI,-88.11,42.98
4,New Bern, NC,-77.1,35.1
2,New Braunfels, TX,-98.13,29.69
2,New Britain, CT,-72.77,41.69
2,New Brunswick, NJ,-74.44,40.5
1,New Canaan, CT,-73.5,41.15
1,New Carrollton, MD,-76.87,38.96
1,New City, NY,-73.99,41.14
1,New Fairfield, CT,-73.49,41.47
2,New Haven, CT,-72.93,41.31
1,New Hope, MN,-93.39,45.03
1,New Hope, PA,-74.95,40.36
1,New Hudson, MI,-83.62,42.52
2,New Hyde Park, NY,-73.69,40.75
1,New Iberia, LA,-91.82,29.98
1,New Kensington, PA,-79.75,40.59
2,New Lenox, IL,-87.92,41.51
1,New Milford, CT,-73.41,41.57
13,New Orleans, LA,-90.13,29.94
2,New Paltz, NY,-74.09,41.75
3,New Port Richey, FL,-82.67,28.24
1,New Providence, NJ,-74.4,40.71
3,New Rochelle, NY,-73.77,40.92
1,New Stanton, PA,-79.57,40.21
232,New York, NY,-73.95,40.77
5,Newark, CA,-121.99,37.52
8,Newark, DE,-75.71,39.64
4,Newark, NJ,-74.17,40.69
1,Newark, OH,-82.43,40.08
2,Newberg, OR,-122.95,45.3
1,Newberry, FL,-82.48,29.66
1,Newburg, PA,-77.56,40.14
1,Newburgh, IN,-87.39,37.98
2,Newburgh, NY,-74.07,41.51
1,Newbury Park, CA,-118.96,34.17
1,Newburyport, MA,-70.87,42.81
3,Newcastle, WA,-122.17,47.54
2,Newington, CT,-72.72,41.7
4,Newnan, GA,-84.76,33.4
14,Newport Beach, CA,-117.86,33.64
2,Newport Coast, CA,-117.83,33.61
6,Newport News, VA,-76.49,37.07
3,Newport, KY,-84.47,39.08
2,Newport, OR,-124.05,44.65
1,Newport, RI,-71.31,41.49
1,Newport, VA,-76.49,37.11
1,Newport, WA,-117.04,48.18
1,Newton Centre, MA,-71.19,42.33
1,Newton, IA,-93.03,41.7
3,Newton, MA,-71.21,42.31
1,Newtonville, MA,-71.21,42.35
1,Newtown Square, PA,-75.39,39.99
1,Newtown, CT,-73.3,41.41
1,Newtown, PA,-74.94,40.23
3,Niagara Falls, NY,-79.06,43.09
1,Nicholasville, KY,-84.55,37.94
4,Niles, IL,-87.77,42.01
1,Niles, MI,-86.25,41.82
2,Niles, OH,-80.75,41.21
2,Nipomo, CA,-120.49,35.04
1,Niskayuna, NY,-73.89,42.82
1,Nixa, MO,-93.3,37.05
2,Noblesville, IN,-86.0,40.04
2,Nogales, AZ,-110.94,31.37
3,Norco, CA,-117.56,33.9
3,Norcross, GA,-84.17,33.92
1,Norfolk, NE,-97.43,42.02
17,Norfolk, VA,-76.22,36.9
3,Normal, IL,-88.99,40.51
6,Norman, OK,-97.44,35.21
1,Normandy Park, WA,-122.34,47.44
1,Norristown, PA,-75.4,40.13
1,North Andover, MA,-71.12,42.67
1,North Attleboro, MA,-71.35,41.95
2,North Attleborough, MA,-71.35,41.95
1,North Augusta, SC,-81.96,33.5
1,North Babylon, NY,-73.32,40.74
1,North Bend, OR,-124.24,43.41
3,North Bend, WA,-121.78,47.49
2,North Bergen, NJ,-74.02,40.8
1,North Bethesda, MD,-77.11,39.04
2,North Brunswick, NJ,-74.46,40.46
2,North Canton, OH,-81.37,40.88
5,North Charleston, SC,-80.06,32.98
1,North Charlotte, NC,-80.85,35.35
1,North Conway, NH,-71.12,44.02
2,North Dartmouth, MA,-71.0,41.64
2,North Haven, CT,-72.85,41.4
1,North Highland, CA,-121.38,38.69
2,North Highlands, CA,-121.38,38.66
2,North Hills, CA,-118.47,34.23
6,North Hollywood, CA,-118.37,34.16
1,North Huntingdon, PA,-79.69,40.32
8,North Las Vegas, NV,-115.12,36.24
2,North Little Rock, AR,-92.23,34.82
1,North Maplewood, MN,-93.02,45.03
1,North Merrick, NY,-73.56,40.68
1,North Miami Beach, FL,-80.16,25.9
1,North Miami, FL,-80.14,25.91
1,North Myrtle Beach, SC,-78.67,33.83
1,North Ogden, UT,-111.97,41.3
6,North Olmsted, OH,-81.9,41.42
1,North Platte, NE,-100.77,41.12
1,North Pole, AK,-147.35,64.76
1,North Port, FL,-82.21,27.04
1,North Reading, MA,-71.12,42.59
4,North Richland Hills, TX,-97.24,32.84
1,North Riverside, IL,-87.81,41.85
3,North Wales, PA,-75.25,40.22
1,North Woodbridge, NJ,-74.26,40.56
2,Northampton, MA,-72.63,42.32
1,Northborough, MA,-71.67,42.29
6,Northbrook, IL,-87.88,42.1
1,Northfield, IL,-87.77,42.1
1,Northfield, MN,-93.19,44.43
1,Northfield, OH,-81.53,41.31
2,Northglenn, CO,-104.98,39.91
1,Northport, NY,-73.33,40.9
7,Northridge, CA,-118.5,34.23
1,Northvale, NJ,-73.95,41.02
3,Northville, MI,-83.48,42.44
8,Norwalk, CA,-118.08,33.92
3,Norwalk, CT,-73.4,41.12
1,Norwich, CT,-72.11,41.51
1,Norwood, MA,-71.19,42.18
1,Norwood, OH,-84.47,39.15
2,Notre Dame, IN,-86.24,41.69
1,Nottingham, MD,-76.48,39.4
6,Novato, CA,-122.6,38.12
9,Novi, MI,-83.47,42.49
1,Nutley, NJ,-74.16,40.82
1,Nyack, NY,-73.92,41.09
3,O'Fallon, MO,-90.7,38.78
4,Oak Brook, IL,-87.95,41.85
5,Oak Creek, WI,-87.92,42.88
1,Oak Forest, IL,-87.74,41.6
1,Oak Grove, OR,-122.63,45.41
3,Oak Harbor, WA,-122.66,48.29
5,Oak Lawn, IL,-87.73,41.72
1,Oak Park Heights, MN,-92.85,45.03
1,Oak Park, IL,-87.79,41.89
1,Oak Park, MI,-83.2,42.47
1,Oak Ridge, TN,-84.26,36.01
1,Oakbrook Terrace, IL,-87.97,41.86
1,Oakbrook, IL,-87.95,41.85
2,Oakdale, CA,-120.85,37.77
2,Oakdale, MN,-92.96,44.96
1,Oakdale, NY,-73.12,40.75
2,Oakhurst, CA,-119.65,37.33
1,Oakhurst, NJ,-74.04,40.26
1,Oakland Park, FL,-80.13,26.19
21,Oakland, CA,-122.25,37.79
1,Oakland, MI,-83.2,42.73
1,Oakland, NJ,-74.24,41.03
2,Oakley, CA,-121.73,38.0
1,Oakridge, TN,-84.26,36.01
1,Oaks, PA,-75.45,40.13
1,Oakton, VA,-77.3,38.88
2,Oakwood, GA,-83.86,34.2
1,Oakwood, OH,-84.17,39.71
5,Ocala, FL,-82.16,29.17
2,Ocean City, MD,-75.11,38.34
1,Ocean City, NJ,-74.58,39.28
1,Ocean Springs, MS,-88.78,30.41
1,Ocean Township, NJ,-74.05,40.23
1,Ocean, NJ,-74.05,40.23
12,Oceanside, CA,-117.3,33.18
2,Oceanside, NY,-73.64,40.62
1,Ocoee, FL,-81.53,28.55
1,Oconomowoc, WI,-88.47,43.07
1,Odenton, MD,-76.69,39.08
1,Odessa, FL,-82.55,28.19
5,Odessa, TX,-102.35,31.89
1,Ofallon, IL,-89.93,38.57
3,Ogden, UT,-111.95,41.18
1,Ojai, CA,-119.29,34.42
2,Okemos, MI,-84.42,42.72
17,Oklahoma City, OK,-97.62,35.46
8,Olathe, KS,-94.82,38.85
1,Old Bridge, NJ,-74.31,40.38
1,Old Saybrook, CT,-72.38,41.3
1,Old Tappan, NJ,-73.98,41.01
1,Oldsmar, FL,-82.7,28.05
2,Olive Branch, MS,-89.85,34.96
1,Olivette, MO,-90.37,38.67
4,Olney, MD,-77.07,39.13
10,Olympia, WA,-122.93,47.04
1,Olympic Valley, CA,-120.23,39.2
30,Omaha, NE,-96.14,41.23
1,Omak, WA,-119.51,48.42
1,Onalaska, WI,-91.19,43.87
1,Oneonta, NY,-75.06,42.47
13,Ontario, CA,-117.67,34.09
3,Opelika, AL,-85.41,32.62
1,Orange Beach, AL,-87.59,30.27
2,Orange City, FL,-81.29,28.92
3,Orange Park, FL,-81.75,30.15
16,Orange, CA,-117.84,33.79
2,Orange, CT,-73.02,41.25
1,Orchard Lake, MI,-83.36,42.58
1,Orchard Park, NY,-78.78,42.79
1,Orcutt, CA,-120.42,34.86
4,Oregon City, OR,-122.57,45.34
1,Oregon, OH,-83.47,41.64
4,Orem, UT,-111.7,40.3
2,Orinda, CA,-122.18,37.88
1,Orion Township, MI,-83.31,42.71
8,Orland Park, IL,-87.85,41.62
1,Orland, CA,-122.2,39.75
47,Orlando, FL,-81.5,28.37
1,Orleans, MA,-69.97,41.78
2,Ormond Beach, FL,-81.04,29.29
4,Oro Valley, AZ,-110.96,32.4
1,Oroville, CA,-121.57,39.5
1,Orting, WA,-122.21,47.1
3,Osage Beach, MO,-92.6,38.16
3,Oshkosh, WI,-88.54,44.04
1,Ossining, NY,-73.86,41.14
1,Oswego, IL,-88.31,41.7
1,Otsego, MN,-93.56,45.28
1,Ottawa, KS,-95.27,38.59
1,Ottumwa, IA,-92.44,41.01
15,Overland Park, KS,-94.69,38.9
3,Oviedo, FL,-81.26,28.62
3,Owasso, OK,-95.82,36.32
2,Owatonna, MN,-93.24,44.08
4,Owensboro, KY,-87.07,37.76
3,Owings Mills, MD,-76.77,39.41
2,Oxford, AL,-85.78,33.61
1,Oxford, CT,-73.11,41.42
3,Oxford, MS,-89.55,34.36
3,Oxford, OH,-84.75,39.51
9,Oxnard, CA,-119.18,34.23
1,Oxon Hill, MD,-77.02,38.78
1,Ozark, MO,-93.22,37.06
1,Pace, FL,-87.13,30.6
1,Pacific Beach, CA,-117.25,32.8
1,Pacific Grove, CA,-121.92,36.6
3,Pacific Palisades, CA,-118.55,34.04
5,Pacifica, CA,-122.5,37.6
1,Paducah, KY,-88.69,37.08
1,Page, AZ,-111.46,36.92
1,Pagosa Springs, CO,-107.08,37.25
1,Pahrump, NV,-115.99,36.22
4,Palatine, IL,-88.03,42.14
1,Palm Bay, FL,-80.65,28.03
6,Palm Beach Gardens, FL,-80.09,26.85
2,Palm Beach, FL,-80.04,26.7
1,Palm City, FL,-80.29,27.17
2,Palm Coast, FL,-81.22,29.48
10,Palm Desert, CA,-116.4,33.72
1,Palm Dessert, CA,-116.36,33.76
3,Palm Harbor, FL,-82.74,28.05
8,Palm Springs, CA,-116.53,33.8
9,Palmdale, CA,-118.14,34.6
2,Palmer, AK,-149.13,61.6
1,Palmetto Bay, FL,-80.31,25.61
11,Palo Alto, CA,-122.13,37.45
1,Palos Heights, IL,-87.8,41.68
1,Pampa, TX,-100.97,35.55
3,Panama City Beach, FL,-85.88,30.22
1,Panama City, FL,-85.65,30.19
1,Panorama City, CA,-118.45,34.21
1,Paoli, PA,-75.49,40.04
4,Papillion, NE,-96.04,41.18
3,Paramount, CA,-118.15,33.9
8,Paramus, NJ,-74.08,40.92
1,Paris, TX,-95.51,33.66
5,Park City, UT,-111.54,40.72
2,Park Ridge, IL,-87.83,42.01
1,Park Ridge, NJ,-74.03,41.04
1,Parker, AZ,-114.28,34.15
8,Parker, CO,-104.77,39.52
1,Parkland, FL,-80.2,26.32
3,Parma, OH,-81.74,41.38
23,Pasadena, CA,-118.14,34.14
4,Pasadena, TX,-95.19,29.66
1,Pasco, WA,-119.19,46.27
5,Paso Robles, CA,-120.66,35.62
1,Pataskala, OH,-82.66,40.0
1,Patchogue, NY,-73.03,40.78
1,Patterson, CA,-121.17,37.47
1,Patterson, NY,-73.59,41.52
1,Pattersonville, NY,-74.13,42.85
1,Pawleys Island, SC,-79.1,33.47
2,Payson, AZ,-111.32,34.24
3,Peabody, MA,-70.95,42.55
5,Peachtree City, GA,-84.59,33.44
1,Peachtree Corners, GA,-84.23,33.96
1,Pearl City, HI,-157.97,21.4
7,Pearland, TX,-95.38,29.55
1,Pekin, IL,-89.6,40.54
6,Pembroke Pines, FL,-80.3,26.01
1,Pembroke, NC,-79.2,34.69
2,Pendleton, OR,-118.81,45.67
1,Penfield, NY,-77.48,43.13
1,Pennington, NJ,-74.78,40.3
1,Penns Grove, NJ,-75.45,39.69
1,Pennsgrove, NJ,-75.46,39.72
9,Pensacola, FL,-87.21,30.47
11,Peoria, AZ,-112.22,33.61
9,Peoria, IL,-89.61,40.7
3,Perris, CA,-117.23,33.8
1,Perry Hall, MD,-76.46,39.41
3,Perrysburg, OH,-83.6,41.55
3,Peru, IL,-89.13,41.36
8,Petaluma, CA,-122.63,38.24
1,Peterson Afb, CO,-104.68,38.81
1,Petoskey, MI,-84.87,45.41
2,Pewaukee, WI,-88.23,43.08
3,Pflugerville, TX,-97.6,30.47
1,Pharr, TX,-98.19,26.18
47,Philadelphia, PA,-75.21,39.95
3,Phillipsburg, NJ,-75.15,40.68
105,Phoenix, AZ,-112.03,33.51
1,Phoenix, MD,-76.56,39.52
1,Pickens, SC,-82.71,34.89
2,Pickerington, OH,-82.78,39.91
3,Pico Rivera, CA,-118.08,34.0
2,Pigeon Forge, TN,-83.58,35.8
2,Pinecrest, FL,-80.33,25.66
1,Pinehurst, NC,-79.48,35.21
3,Pinellas Park, FL,-82.68,27.84
2,Pineville, NC,-80.88,35.08
3,Pinole, CA,-122.3,37.99
3,Piscataway, NJ,-74.44,40.52
1,Pismo Beach, CA,-120.63,35.14
4,Pittsburg, CA,-121.89,38.01
1,Pittsburg, KS,-94.7,37.44
2,Pittsburg, PA,-80.26,40.5
43,Pittsburgh, PA,-79.96,40.44
1,Pittsfield Township, MI,-83.77,42.24
2,Pittsfield, MA,-73.2,42.47
1,Pittsfield, MI,-83.68,42.24
1,Pittsford, NY,-77.51,43.09
1,Placentia, CA,-117.84,33.88
3,Placerville, CA,-120.84,38.71
3,Plainfield, IL,-88.2,41.57
1,Plainfield, IN,-86.36,39.72
1,Plainfield, PA,-77.28,40.21
1,Plainview, NY,-73.5,40.78
1,Plainville, CT,-72.84,41.68
1,Plainville, MA,-71.31,42.03
23,Plano, TX,-96.82,33.08
1,Plant City, FL,-82.15,28.03
4,Plantation, FL,-80.27,26.15
1,Platte City, MO,-94.77,39.35
1,Plattekill, NY,-74.08,41.62
1,Plattsburg, NY,-73.49,44.7
1,Plattsburgh, NY,-73.48,44.7
1,Plattsmouth, NE,-95.9,41.0
1,Playa Vista, CA,-118.42,33.98
7,Pleasant Hill, CA,-122.06,37.97
2,Pleasant Prairie, WI,-87.93,42.57
10,Pleasanton, CA,-121.91,37.7
1,Pleasantville, NY,-73.79,41.13
1,Plover, WI,-89.51,44.5
3,Plymouth Meeting, PA,-75.29,40.1
1,Plymouth, IN,-86.3,41.35
2,Plymouth, MA,-70.71,41.95
2,Plymouth, MI,-83.47,42.37
3,Plymouth, MN,-93.48,45.02
4,Pocatello, ID,-112.45,42.89
1,Point Richmond, CA,-122.38,37.93
1,Poland, OH,-80.63,41.02
1,Pollock Pines, CA,-120.58,38.76
1,Polson, MT,-114.12,47.69
9,Pomona, CA,-117.8,34.04
1,Pomona, NJ,-74.59,39.49
2,Pompano Beach, FL,-80.1,26.23
1,Pompton Lakes, NJ,-74.29,41.01
1,Ponca City, OK,-97.07,36.73
1,Ponderay, ID,-116.55,48.31
1,Ponte Vedra Beach, FL,-81.39,30.2
1,Ponte Vedra, FL,-81.38,30.19
1,Pooler, GA,-81.25,32.14
2,Port Angeles, WA,-123.38,48.11
1,Port Arthur, TX,-93.99,29.95
3,Port Charlotte, FL,-82.15,27.01
1,Port Chester, NY,-73.68,41.0
1,Port Hadlock, WA,-122.76,48.03
1,Port Hueneme, CA,-119.22,34.18
1,Port Jefferson, NY,-73.07,40.95
2,Port Orange, FL,-81.03,29.11
5,Port Orchard, WA,-122.61,47.54
1,Port Richey, FL,-82.71,28.29
2,Port St. Lucie, FL,-80.41,27.31
1,Port Townsend, WA,-122.78,48.11
2,Port Washington, NY,-73.7,40.84
3,Portage, IN,-87.18,41.58
2,Portage, MI,-85.6,42.21
1,Porter, TX,-95.24,30.1
4,Porterville, CA,-119.04,36.07
7,Portland, ME,-70.34,43.63
110,Portland, OR,-122.59,45.59
1,Portland, TX,-97.32,27.88
2,Portsmouth, NH,-70.79,43.09
1,Portsmouth, OH,-83.0,38.74
3,Portsmouth, VA,-76.32,36.83
1,Post Falls, ID,-116.9,47.71
2,Potomac, MD,-77.21,39.02
1,Pottstown, PA,-75.57,40.24
4,Poughkeepsie, NY,-73.93,41.66
3,Poulsbo, WA,-122.66,47.76
5,Poway, CA,-117.07,32.95
3,Powell, OH,-83.09,40.16
3,Powell, TN,-84.0,36.05
2,Prairie Village, KS,-94.63,38.98
2,Prattville, AL,-86.39,32.46
3,Prescott Valley, AZ,-112.34,34.59
7,Prescott, AZ,-112.43,34.55
1,Price, UT,-110.82,39.6
2,Primm, NV,-115.39,35.61
2,Prince Frederick, MD,-76.59,38.54
2,Princeton, NJ,-74.66,40.35
2,Princeton, WV,-81.05,37.36
1,Prineville, OR,-120.83,44.3
1,Prospect, KY,-85.62,38.34
2,Prosper, TX,-96.79,33.24
1,Prosser, WA,-119.79,46.22
10,Providence, RI,-71.42,41.83
2,Prunedale, CA,-121.66,36.79
1,Pueblo West, CO,-104.73,38.31
5,Pueblo, CO,-104.65,38.24
1,Pukalani, HI,-156.34,20.84
2,Pullman, WA,-117.17,46.74
2,Purcellville, VA,-77.69,39.14
1,Purchase, NY,-73.7,41.05
15,Puyallup, WA,-122.35,47.1
2,Quakertown, PA,-75.36,40.45
1,Quantico, VA,-77.31,38.51
7,Queen Creek, AZ,-111.58,33.18
2,Queensbury, NY,-73.68,43.33
2,Quincy, IL,-91.37,39.94
2,Quincy, MA,-70.98,42.24
2,Racine, WI,-87.85,42.7
1,Radford, VA,-80.55,37.14
27,Raleigh, NC,-78.68,35.89
2,Ramona, CA,-116.88,33.04
2,Ramsey, NJ,-74.14,41.06
2,Rancho Bernardo, CA,-117.06,33.02
9,Rancho Cordova, CA,-121.29,38.59
13,Rancho Cucamonga, CA,-117.54,34.11
1,Rancho Cucamunga, CA,-117.53,34.11
4,Rancho Mirage, CA,-116.39,33.76
2,Rancho Palos Verdes, CA,-118.39,33.76
7,Rancho Santa Margarita, CA,-117.63,33.58
1,Randolph Afb, TX,-98.28,29.53
7,Rapid City, SD,-103.18,44.1
2,Reading, MA,-71.1,42.52
1,Reading, PA,-75.86,40.31
1,Red Bank, NJ,-74.07,40.35
3,Red Bluff, CA,-122.22,40.18
1,Red Wing, MN,-92.58,44.57
10,Redding, CA,-122.42,40.57
1,Redford, MI,-83.27,42.36
8,Redlands, CA,-117.14,34.07
4,Redmond, OR,-121.19,44.27
15,Redmond, WA,-122.1,47.67
7,Redondo Beach, CA,-118.35,33.87
10,Redwood City, CA,-122.22,37.47
1,Reedley, CA,-119.46,36.6
2,Rego Park, NY,-73.87,40.73
2,Rehoboth Beach, DE,-75.13,38.72
27,Reno, NV,-119.74,39.42
1,Rensselaer, NY,-73.7,42.65
16,Renton, WA,-122.16,47.51
1,Republic, MO,-93.47,37.13
2,Reseda, CA,-118.54,34.19
9,Reston, VA,-77.36,38.96
1,Revere, MA,-71.0,42.4
4,Reynoldsburg, OH,-82.79,39.94
1,Rhinebeck, NY,-73.9,41.95
2,Rialto, CA,-117.37,34.07
9,Richardson, TX,-96.77,32.98
2,Richfield, MN,-93.25,44.88
1,Richfield, UT,-112.08,38.76
6,Richland, WA,-119.27,46.23
1,Richmond Hill, GA,-81.31,31.95
1,Richmond Hill, NY,-73.82,40.7
2,Richmond, CA,-122.33,37.93
1,Richmond, IN,-84.85,39.83
3,Richmond, KY,-84.28,37.74
4,Richmond, TX,-95.74,29.62
36,Richmond, VA,-77.43,37.54
1,Richmond,", VA",-77.45,37.54
2,Ridgecrest, CA,-117.67,35.63
1,Ridgefield, CT,-73.49,41.29
1,Ridgeland, MS,-90.15,32.43
2,Ridgewood, NJ,-74.09,40.98
1,Ridgewood, NY,-73.91,40.7
2,Rifle, CO,-107.78,39.54
1,Rincon, GA,-81.23,32.28
1,Rio Grande, NJ,-74.87,39.02
5,Rio Rancho, NM,-106.58,35.32
1,Ripon, CA,-121.14,37.75
1,Ritzville, WA,-118.37,47.12
2,River Forest, IL,-87.81,41.89
1,River Ridge, LA,-90.21,29.95
3,Riverbank, CA,-120.96,37.73
1,Riverdale, NJ,-74.31,40.99
1,Riverdale, UT,-112.01,41.18
3,Riverhead, NY,-72.71,40.92
22,Riverside, CA,-117.39,33.96
1,Riverside, CT,-73.58,41.04
1,Riverside, NJ,-74.96,40.01
1,Riverton, UT,-111.98,40.51
4,Riverview, FL,-82.33,27.79
1,Roanoke Rapids, NC,-77.63,36.42
6,Roanoke, VA,-79.97,37.23
4,Rochester Hills, MI,-83.19,42.68
1,Rochester, IN,-86.22,41.05
1,Rochester, MI,-83.13,42.63
7,Rochester, MN,-92.46,44.02
8,Rochester, NY,-77.69,43.13
1,Rochester, WA,-123.01,46.8
4,Rock Hill, SC,-81.03,34.98
1,Rock Springs, WY,-109.25,41.58
4,Rockaway, NJ,-74.56,40.91
6,Rockford, IL,-89.03,42.24
2,Rockford, MI,-85.6,43.12
1,Rockledge, FL,-80.72,28.29
9,Rocklin, CA,-121.22,38.79
1,Rockville Center, NY,-73.65,40.66
12,Rockville, MD,-77.14,39.08
7,Rockwall, TX,-96.46,32.9
1,Rocky Hill, CT,-72.68,41.66
1,Rocky Mount, NC,-77.81,35.97
2,Rocky River, OH,-81.84,41.48
4,Rogers, AR,-94.18,36.33
2,Rogers, MN,-93.55,45.2
7,Rohnert Park, CA,-122.71,38.35
1,Rolla, MO,-91.75,37.95
2,Rolling Hills Estates, CA,-118.38,33.77
1,Rolling Hills, CA,-118.37,33.77
2,Rolling Meadows, IL,-88.0,42.05
2,Rome, GA,-85.16,34.25
2,Romeoville, IL,-88.12,41.61
1,Ronkonkoma, NY,-73.1,40.79
1,Rosamond, CA,-118.18,34.86
3,Roseburg, OR,-123.37,43.23
1,Roseland, NJ,-74.33,40.82
1,Roselle, IL,-88.08,41.98
3,Rosemead, CA,-118.07,34.07
6,Rosemont, IL,-87.87,41.98
1,Rosemount, MN,-93.13,44.73
3,Rosenberg, TX,-95.75,29.54
22,Roseville, CA,-121.25,38.76
3,Roseville, MI,-82.92,42.52
4,Roseville, MN,-93.16,45.01
1,Roslyn Heights, NY,-73.65,40.78
1,Roslyn, PA,-75.14,40.12
1,Roslyn, VA,-77.07,38.89
1,Rosslyn, VA,-77.07,38.89
6,Roswell, GA,-84.39,34.0
2,Roswell, NM,-104.52,33.41
2,Round Lake Beach, IL,-88.06,42.38
9,Round Rock, TX,-97.68,30.56
3,Rowland Heights, CA,-117.93,33.99
4,Rowlett, TX,-96.52,32.92
6,Royal Oak, MI,-83.18,42.52
2,Royal Palm Beach, FL,-80.2,26.69
2,Royersford, PA,-75.5,40.21
1,Ruby, NY,-74.01,42.02
1,Ruidoso, NM,-105.68,33.33
1,Russellville, AR,-93.11,35.28
1,Ruston, LA,-92.65,32.54
1,Rutherford, NJ,-74.1,40.82
1,Rye, NY,-73.68,40.98
1,Sachse, TX,-96.6,32.97
1,Saco, ME,-70.43,43.51
66,Sacramento, CA,-121.39,38.6
1,Safety Harbor, FL,-82.69,27.99
2,Saginaw, MI,-83.97,43.48
2,Sahuarita, AZ,-110.99,31.9
3,Saint Augustine, FL,-81.27,29.83
1,Saint Louis, MO,-90.23,38.63
